Numero	Code	Browser	Appl	Goog	Twtr.	One	FB	FBM	Sams.	Wind.	GMail	SB	DCM	KDDI	CLDR Short Name
634	U+1F9DF U+200D U+2640 U+FE0F	🧟‍♀️	—	🧟‍♀️	🧟‍♀️	🧟‍♀️	🧟‍♀️	—	—	—	—	—	—	—	⊛ woman zombie
635	U+1F9DF U+200D U+2642 U+FE0F	🧟‍♂️	—	🧟‍♂️	🧟‍♂️	🧟‍♂️	🧟‍♂️	—	—	—	—	—	—	—	⊛ man zombie
636	U+1F64D	🙍	🙍	🙍	🙍	🙍	🙍	🙍	🙍	🙍	🙍	—	—	🙍	person frowning
637	U+1F64D U+1F3FB	🙍🏻	🙍🏻	🙍🏻	🙍🏻	🙍🏻	🙍🏻	🙍🏻	🙍🏻	🙍🏻	—	—	—	—	person frowning: light skin tone
638	U+1F64D U+1F3FC	🙍🏼	🙍🏼	🙍🏼	🙍🏼	🙍🏼	🙍🏼	🙍🏼	🙍🏼	🙍🏼	—	—	—	—	person frowning: medium-light skin tone
639	U+1F64D U+1F3FD	🙍🏽	🙍🏽	🙍🏽	🙍🏽	🙍🏽	🙍🏽	🙍🏽	🙍🏽	🙍🏽	—	—	—	—	person frowning: medium skin tone
640	U+1F64D U+1F3FE	🙍🏾	🙍🏾	🙍🏾	🙍🏾	🙍🏾	🙍🏾	🙍🏾	🙍🏾	🙍🏾	—	—	—	—	person frowning: medium-dark skin tone
641	U+1F64D U+1F3FF	🙍🏿	🙍🏿	🙍🏿	🙍🏿	🙍🏿	🙍🏿	🙍🏿	🙍🏿	🙍🏿	—	—	—	—	person frowning: dark skin tone
642	U+1F64D U+200D U+2642 U+FE0F	🙍‍♂️	🙍‍♂️	🙍‍♂️	🙍‍♂️	🙍‍♂️	🙍‍♂️	—	🙍‍♂️	🙍‍♂️	—	—	—	—	man frowning
643	U+1F64D U+1F3FB U+200D U+2642 U+FE0F	🙍🏻‍♂️	🙍🏻‍♂️	🙍🏻‍♂️	🙍🏻‍♂️	🙍🏻‍♂️	🙍🏻‍♂️	—	🙍🏻‍♂️	🙍🏻‍♂️	—	—	—	—	man frowning: light skin tone
644	U+1F64D U+1F3FC U+200D U+2642 U+FE0F	🙍🏼‍♂️	🙍🏼‍♂️	🙍🏼‍♂️	🙍🏼‍♂️	🙍🏼‍♂️	🙍🏼‍♂️	—	🙍🏼‍♂️	🙍🏼‍♂️	—	—	—	—	man frowning: medium-light skin tone
645	U+1F64D U+1F3FD U+200D U+2642 U+FE0F	🙍🏽‍♂️	🙍🏽‍♂️	🙍🏽‍♂️	🙍🏽‍♂️	🙍🏽‍♂️	🙍🏽‍♂️	—	🙍🏽‍♂️	🙍🏽‍♂️	—	—	—	—	man frowning: medium skin tone
646	U+1F64D U+1F3FE U+200D U+2642 U+FE0F	🙍🏾‍♂️	🙍🏾‍♂️	🙍🏾‍♂️	🙍🏾‍♂️	🙍🏾‍♂️	🙍🏾‍♂️	—	🙍🏾‍♂️	🙍🏾‍♂️	—	—	—	—	man frowning: medium-dark skin tone
647	U+1F64D U+1F3FF U+200D U+2642 U+FE0F	🙍🏿‍♂️	🙍🏿‍♂️	🙍🏿‍♂️	🙍🏿‍♂️	🙍🏿‍♂️	🙍🏿‍♂️	—	🙍🏿‍♂️	🙍🏿‍♂️	—	—	—	—	man frowning: dark skin tone
648	U+1F64D U+200D U+2640 U+FE0F	🙍‍♀️	🙍‍♀️	🙍‍♀️	🙍‍♀️	🙍‍♀️	🙍‍♀️	—	🙍‍♀️	🙍‍♀️	—	—	—	—	woman frowning
649	U+1F64D U+1F3FB U+200D U+2640 U+FE0F	🙍🏻‍♀️	🙍🏻‍♀️	🙍🏻‍♀️	🙍🏻‍♀️	🙍🏻‍♀️	🙍🏻‍♀️	—	🙍🏻‍♀️	🙍🏻‍♀️	—	—	—	—	woman frowning: light skin tone
650	U+1F64D U+1F3FC U+200D U+2640 U+FE0F	🙍🏼‍♀️	🙍🏼‍♀️	🙍🏼‍♀️	🙍🏼‍♀️	🙍🏼‍♀️	🙍🏼‍♀️	—	🙍🏼‍♀️	🙍🏼‍♀️	—	—	—	—	woman frowning: medium-light skin tone
651	U+1F64D U+1F3FD U+200D U+2640 U+FE0F	🙍🏽‍♀️	🙍🏽‍♀️	🙍🏽‍♀️	🙍🏽‍♀️	🙍🏽‍♀️	🙍🏽‍♀️	—	🙍🏽‍♀️	🙍🏽‍♀️	—	—	—	—	woman frowning: medium skin tone
652	U+1F64D U+1F3FE U+200D U+2640 U+FE0F	🙍🏾‍♀️	🙍🏾‍♀️	🙍🏾‍♀️	🙍🏾‍♀️	🙍🏾‍♀️	🙍🏾‍♀️	—	🙍🏾‍♀️	🙍🏾‍♀️	—	—	—	—	woman frowning: medium-dark skin tone
653	U+1F64D U+1F3FF U+200D U+2640 U+FE0F	🙍🏿‍♀️	🙍🏿‍♀️	🙍🏿‍♀️	🙍🏿‍♀️	🙍🏿‍♀️	🙍🏿‍♀️	—	🙍🏿‍♀️	🙍🏿‍♀️	—	—	—	—	woman frowning: dark skin tone
654	U+1F64E	🙎	🙎	🙎	🙎	🙎	🙎	🙎	🙎	🙎	🙎	—	—	🙎	person pouting
655	U+1F64E U+1F3FB	🙎🏻	🙎🏻	🙎🏻	🙎🏻	🙎🏻	🙎🏻	🙎🏻	🙎🏻	🙎🏻	—	—	—	—	person pouting: light skin tone
656	U+1F64E U+1F3FC	🙎🏼	🙎🏼	🙎🏼	🙎🏼	🙎🏼	🙎🏼	🙎🏼	🙎🏼	🙎🏼	—	—	—	—	person pouting: medium-light skin tone
657	U+1F64E U+1F3FD	🙎🏽	🙎🏽	🙎🏽	🙎🏽	🙎🏽	🙎🏽	🙎🏽	🙎🏽	🙎🏽	—	—	—	—	person pouting: medium skin tone
658	U+1F64E U+1F3FE	🙎🏾	🙎🏾	🙎🏾	🙎🏾	🙎🏾	🙎🏾	🙎🏾	🙎🏾	🙎🏾	—	—	—	—	person pouting: medium-dark skin tone
659	U+1F64E U+1F3FF	🙎🏿	🙎🏿	🙎🏿	🙎🏿	🙎🏿	🙎🏿	🙎🏿	🙎🏿	🙎🏿	—	—	—	—	person pouting: dark skin tone
660	U+1F64E U+200D U+2642 U+FE0F	🙎‍♂️	🙎‍♂️	🙎‍♂️	🙎‍♂️	🙎‍♂️	🙎‍♂️	—	🙎‍♂️	🙎‍♂️	—	—	—	—	man pouting
661	U+1F64E U+1F3FB U+200D U+2642 U+FE0F	🙎🏻‍♂️	🙎🏻‍♂️	🙎🏻‍♂️	🙎🏻‍♂️	🙎🏻‍♂️	🙎🏻‍♂️	—	🙎🏻‍♂️	🙎🏻‍♂️	—	—	—	—	man pouting: light skin tone
662	U+1F64E U+1F3FC U+200D U+2642 U+FE0F	🙎🏼‍♂️	🙎🏼‍♂️	🙎🏼‍♂️	🙎🏼‍♂️	🙎🏼‍♂️	🙎🏼‍♂️	—	🙎🏼‍♂️	🙎🏼‍♂️	—	—	—	—	man pouting: medium-light skin tone
663	U+1F64E U+1F3FD U+200D U+2642 U+FE0F	🙎🏽‍♂️	🙎🏽‍♂️	🙎🏽‍♂️	🙎🏽‍♂️	🙎🏽‍♂️	🙎🏽‍♂️	—	🙎🏽‍♂️	🙎🏽‍♂️	—	—	—	—	man pouting: medium skin tone
664	U+1F64E U+1F3FE U+200D U+2642 U+FE0F	🙎🏾‍♂️	🙎🏾‍♂️	🙎🏾‍♂️	🙎🏾‍♂️	🙎🏾‍♂️	🙎🏾‍♂️	—	🙎🏾‍♂️	🙎🏾‍♂️	—	—	—	—	man pouting: medium-dark skin tone
665	U+1F64E U+1F3FF U+200D U+2642 U+FE0F	🙎🏿‍♂️	🙎🏿‍♂️	🙎🏿‍♂️	🙎🏿‍♂️	🙎🏿‍♂️	🙎🏿‍♂️	—	🙎🏿‍♂️	🙎🏿‍♂️	—	—	—	—	man pouting: dark skin tone
666	U+1F64E U+200D U+2640 U+FE0F	🙎‍♀️	🙎‍♀️	🙎‍♀️	🙎‍♀️	🙎‍♀️	🙎‍♀️	—	🙎‍♀️	🙎‍♀️	—	—	—	—	woman pouting
667	U+1F64E U+1F3FB U+200D U+2640 U+FE0F	🙎🏻‍♀️	🙎🏻‍♀️	🙎🏻‍♀️	🙎🏻‍♀️	🙎🏻‍♀️	🙎🏻‍♀️	—	🙎🏻‍♀️	🙎🏻‍♀️	—	—	—	—	woman pouting: light skin tone
668	U+1F64E U+1F3FC U+200D U+2640 U+FE0F	🙎🏼‍♀️	🙎🏼‍♀️	🙎🏼‍♀️	🙎🏼‍♀️	🙎🏼‍♀️	🙎🏼‍♀️	—	🙎🏼‍♀️	🙎🏼‍♀️	—	—	—	—	woman pouting: medium-light skin tone
669	U+1F64E U+1F3FD U+200D U+2640 U+FE0F	🙎🏽‍♀️	🙎🏽‍♀️	🙎🏽‍♀️	🙎🏽‍♀️	🙎🏽‍♀️	🙎🏽‍♀️	—	🙎🏽‍♀️	🙎🏽‍♀️	—	—	—	—	woman pouting: medium skin tone
670	U+1F64E U+1F3FE U+200D U+2640 U+FE0F	🙎🏾‍♀️	🙎🏾‍♀️	🙎🏾‍♀️	🙎🏾‍♀️	🙎🏾‍♀️	🙎🏾‍♀️	—	🙎🏾‍♀️	🙎🏾‍♀️	—	—	—	—	woman pouting: medium-dark skin tone
671	U+1F64E U+1F3FF U+200D U+2640 U+FE0F	🙎🏿‍♀️	🙎🏿‍♀️	🙎🏿‍♀️	🙎🏿‍♀️	🙎🏿‍♀️	🙎🏿‍♀️	—	🙎🏿‍♀️	🙎🏿‍♀️	—	—	—	—	woman pouting: dark skin tone
672	U+1F645	🙅	🙅	🙅	🙅	🙅	🙅	🙅	🙅	🙅	🙅	🙅	—	🙅	person gesturing NO
673	U+1F645 U+1F3FB	🙅🏻	🙅🏻	🙅🏻	🙅🏻	🙅🏻	🙅🏻	🙅🏻	🙅🏻	🙅🏻	—	—	—	—	person gesturing NO: light skin tone
674	U+1F645 U+1F3FC	🙅🏼	🙅🏼	🙅🏼	🙅🏼	🙅🏼	🙅🏼	🙅🏼	🙅🏼	🙅🏼	—	—	—	—	person gesturing NO: medium-light skin tone
675	U+1F645 U+1F3FD	🙅🏽	🙅🏽	🙅🏽	🙅🏽	🙅🏽	🙅🏽	🙅🏽	🙅🏽	🙅🏽	—	—	—	—	person gesturing NO: medium skin tone
676	U+1F645 U+1F3FE	🙅🏾	🙅🏾	🙅🏾	🙅🏾	🙅🏾	🙅🏾	🙅🏾	🙅🏾	🙅🏾	—	—	—	—	person gesturing NO: medium-dark skin tone
677	U+1F645 U+1F3FF	🙅🏿	🙅🏿	🙅🏿	🙅🏿	🙅🏿	🙅🏿	🙅🏿	🙅🏿	🙅🏿	—	—	—	—	person gesturing NO: dark skin tone
678	U+1F645 U+200D U+2642 U+FE0F	🙅‍♂️	🙅‍♂️	🙅‍♂️	🙅‍♂️	🙅‍♂️	🙅‍♂️	—	🙅‍♂️	🙅‍♂️	—	—	—	—	man gesturing NO
679	U+1F645 U+1F3FB U+200D U+2642 U+FE0F	🙅🏻‍♂️	🙅🏻‍♂️	🙅🏻‍♂️	🙅🏻‍♂️	🙅🏻‍♂️	🙅🏻‍♂️	—	🙅🏻‍♂️	🙅🏻‍♂️	—	—	—	—	man gesturing NO: light skin tone
680	U+1F645 U+1F3FC U+200D U+2642 U+FE0F	🙅🏼‍♂️	🙅🏼‍♂️	🙅🏼‍♂️	🙅🏼‍♂️	🙅🏼‍♂️	🙅🏼‍♂️	—	🙅🏼‍♂️	🙅🏼‍♂️	—	—	—	—	man gesturing NO: medium-light skin tone
681	U+1F645 U+1F3FD U+200D U+2642 U+FE0F	🙅🏽‍♂️	🙅🏽‍♂️	🙅🏽‍♂️	🙅🏽‍♂️	🙅🏽‍♂️	🙅🏽‍♂️	—	🙅🏽‍♂️	🙅🏽‍♂️	—	—	—	—	man gesturing NO: medium skin tone
682	U+1F645 U+1F3FE U+200D U+2642 U+FE0F	🙅🏾‍♂️	🙅🏾‍♂️	🙅🏾‍♂️	🙅🏾‍♂️	🙅🏾‍♂️	🙅🏾‍♂️	—	🙅🏾‍♂️	🙅🏾‍♂️	—	—	—	—	man gesturing NO: medium-dark skin tone
683	U+1F645 U+1F3FF U+200D U+2642 U+FE0F	🙅🏿‍♂️	🙅🏿‍♂️	🙅🏿‍♂️	🙅🏿‍♂️	🙅🏿‍♂️	🙅🏿‍♂️	—	🙅🏿‍♂️	🙅🏿‍♂️	—	—	—	—	man gesturing NO: dark skin tone
684	U+1F645 U+200D U+2640 U+FE0F	🙅‍♀️	🙅‍♀️	🙅‍♀️	🙅‍♀️	🙅‍♀️	🙅‍♀️	—	🙅‍♀️	🙅‍♀️	—	—	—	—	woman gesturing NO
685	U+1F645 U+1F3FB U+200D U+2640 U+FE0F	🙅🏻‍♀️	🙅🏻‍♀️	🙅🏻‍♀️	🙅🏻‍♀️	🙅🏻‍♀️	🙅🏻‍♀️	—	🙅🏻‍♀️	🙅🏻‍♀️	—	—	—	—	woman gesturing NO: light skin tone
686	U+1F645 U+1F3FC U+200D U+2640 U+FE0F	🙅🏼‍♀️	🙅🏼‍♀️	🙅🏼‍♀️	🙅🏼‍♀️	🙅🏼‍♀️	🙅🏼‍♀️	—	🙅🏼‍♀️	🙅🏼‍♀️	—	—	—	—	woman gesturing NO: medium-light skin tone
687	U+1F645 U+1F3FD U+200D U+2640 U+FE0F	🙅🏽‍♀️	🙅🏽‍♀️	🙅🏽‍♀️	🙅🏽‍♀️	🙅🏽‍♀️	🙅🏽‍♀️	—	🙅🏽‍♀️	🙅🏽‍♀️	—	—	—	—	woman gesturing NO: medium skin tone
688	U+1F645 U+1F3FE U+200D U+2640 U+FE0F	🙅🏾‍♀️	🙅🏾‍♀️	🙅🏾‍♀️	🙅🏾‍♀️	🙅🏾‍♀️	🙅🏾‍♀️	—	🙅🏾‍♀️	🙅🏾‍♀️	—	—	—	—	woman gesturing NO: medium-dark skin tone
689	U+1F645 U+1F3FF U+200D U+2640 U+FE0F	🙅🏿‍♀️	🙅🏿‍♀️	🙅🏿‍♀️	🙅🏿‍♀️	🙅🏿‍♀️	🙅🏿‍♀️	—	🙅🏿‍♀️	🙅🏿‍♀️	—	—	—	—	woman gesturing NO: dark skin tone
690	U+1F646	🙆	🙆	🙆	🙆	🙆	🙆	🙆	🙆	🙆	🙆	🙆	—	🙆	person gesturing OK
691	U+1F646 U+1F3FB	🙆🏻	🙆🏻	🙆🏻	🙆🏻	🙆🏻	🙆🏻	🙆🏻	🙆🏻	🙆🏻	—	—	—	—	person gesturing OK: light skin tone
692	U+1F646 U+1F3FC	🙆🏼	🙆🏼	🙆🏼	🙆🏼	🙆🏼	🙆🏼	🙆🏼	🙆🏼	🙆🏼	—	—	—	—	person gesturing OK: medium-light skin tone
693	U+1F646 U+1F3FD	🙆🏽	🙆🏽	🙆🏽	🙆🏽	🙆🏽	🙆🏽	🙆🏽	🙆🏽	🙆🏽	—	—	—	—	person gesturing OK: medium skin tone
694	U+1F646 U+1F3FE	🙆🏾	🙆🏾	🙆🏾	🙆🏾	🙆🏾	🙆🏾	🙆🏾	🙆🏾	🙆🏾	—	—	—	—	person gesturing OK: medium-dark skin tone
695	U+1F646 U+1F3FF	🙆🏿	🙆🏿	🙆🏿	🙆🏿	🙆🏿	🙆🏿	🙆🏿	🙆🏿	🙆🏿	—	—	—	—	person gesturing OK: dark skin tone
696	U+1F646 U+200D U+2642 U+FE0F	🙆‍♂️	🙆‍♂️	🙆‍♂️	🙆‍♂️	🙆‍♂️	🙆‍♂️	—	🙆‍♂️	🙆‍♂️	—	—	—	—	man gesturing OK
697	U+1F646 U+1F3FB U+200D U+2642 U+FE0F	🙆🏻‍♂️	🙆🏻‍♂️	🙆🏻‍♂️	🙆🏻‍♂️	🙆🏻‍♂️	🙆🏻‍♂️	—	🙆🏻‍♂️	🙆🏻‍♂️	—	—	—	—	man gesturing OK: light skin tone
698	U+1F646 U+1F3FC U+200D U+2642 U+FE0F	🙆🏼‍♂️	🙆🏼‍♂️	🙆🏼‍♂️	🙆🏼‍♂️	🙆🏼‍♂️	🙆🏼‍♂️	—	🙆🏼‍♂️	🙆🏼‍♂️	—	—	—	—	man gesturing OK: medium-light skin tone
699	U+1F646 U+1F3FD U+200D U+2642 U+FE0F	🙆🏽‍♂️	🙆🏽‍♂️	🙆🏽‍♂️	🙆🏽‍♂️	🙆🏽‍♂️	🙆🏽‍♂️	—	🙆🏽‍♂️	🙆🏽‍♂️	—	—	—	—	man gesturing OK: medium skin tone
700	U+1F646 U+1F3FE U+200D U+2642 U+FE0F	🙆🏾‍♂️	🙆🏾‍♂️	🙆🏾‍♂️	🙆🏾‍♂️	🙆🏾‍♂️	🙆🏾‍♂️	—	🙆🏾‍♂️	🙆🏾‍♂️	—	—	—	—	man gesturing OK: medium-dark skin tone
701	U+1F646 U+1F3FF U+200D U+2642 U+FE0F	🙆🏿‍♂️	🙆🏿‍♂️	🙆🏿‍♂️	🙆🏿‍♂️	🙆🏿‍♂️	🙆🏿‍♂️	—	🙆🏿‍♂️	🙆🏿‍♂️	—	—	—	—	man gesturing OK: dark skin tone
702	U+1F646 U+200D U+2640 U+FE0F	🙆‍♀️	🙆‍♀️	🙆‍♀️	🙆‍♀️	🙆‍♀️	🙆‍♀️	—	🙆‍♀️	🙆‍♀️	—	—	—	—	woman gesturing OK
703	U+1F646 U+1F3FB U+200D U+2640 U+FE0F	🙆🏻‍♀️	🙆🏻‍♀️	🙆🏻‍♀️	🙆🏻‍♀️	🙆🏻‍♀️	🙆🏻‍♀️	—	🙆🏻‍♀️	🙆🏻‍♀️	—	—	—	—	woman gesturing OK: light skin tone
704	U+1F646 U+1F3FC U+200D U+2640 U+FE0F	🙆🏼‍♀️	🙆🏼‍♀️	🙆🏼‍♀️	🙆🏼‍♀️	🙆🏼‍♀️	🙆🏼‍♀️	—	🙆🏼‍♀️	🙆🏼‍♀️	—	—	—	—	woman gesturing OK: medium-light skin tone
705	U+1F646 U+1F3FD U+200D U+2640 U+FE0F	🙆🏽‍♀️	🙆🏽‍♀️	🙆🏽‍♀️	🙆🏽‍♀️	🙆🏽‍♀️	🙆🏽‍♀️	—	🙆🏽‍♀️	🙆🏽‍♀️	—	—	—	—	woman gesturing OK: medium skin tone
706	U+1F646 U+1F3FE U+200D U+2640 U+FE0F	🙆🏾‍♀️	🙆🏾‍♀️	🙆🏾‍♀️	🙆🏾‍♀️	🙆🏾‍♀️	🙆🏾‍♀️	—	🙆🏾‍♀️	🙆🏾‍♀️	—	—	—	—	woman gesturing OK: medium-dark skin tone
707	U+1F646 U+1F3FF U+200D U+2640 U+FE0F	🙆🏿‍♀️	🙆🏿‍♀️	🙆🏿‍♀️	🙆🏿‍♀️	🙆🏿‍♀️	🙆🏿‍♀️	—	🙆🏿‍♀️	🙆🏿‍♀️	—	—	—	—	woman gesturing OK: dark skin tone
708	U+1F481	💁	💁	💁	💁	💁	💁	💁	💁	💁	💁	💁	—	—	person tipping hand
709	U+1F481 U+1F3FB	💁🏻	💁🏻	💁🏻	💁🏻	💁🏻	💁🏻	💁🏻	💁🏻	💁🏻	—	—	—	—	person tipping hand: light skin tone
710	U+1F481 U+1F3FC	💁🏼	💁🏼	💁🏼	💁🏼	💁🏼	💁🏼	💁🏼	💁🏼	💁🏼	—	—	—	—	person tipping hand: medium-light skin tone
711	U+1F481 U+1F3FD	💁🏽	💁🏽	💁🏽	💁🏽	💁🏽	💁🏽	💁🏽	💁🏽	💁🏽	—	—	—	—	person tipping hand: medium skin tone
712	U+1F481 U+1F3FE	💁🏾	💁🏾	💁🏾	💁🏾	💁🏾	💁🏾	💁🏾	💁🏾	💁🏾	—	—	—	—	person tipping hand: medium-dark skin tone
713	U+1F481 U+1F3FF	💁🏿	💁🏿	💁🏿	💁🏿	💁🏿	💁🏿	💁🏿	💁🏿	💁🏿	—	—	—	—	person tipping hand: dark skin tone
714	U+1F481 U+200D U+2642 U+FE0F	💁‍♂️	💁‍♂️	💁‍♂️	💁‍♂️	💁‍♂️	💁‍♂️	—	💁‍♂️	💁‍♂️	—	—	—	—	man tipping hand
715	U+1F481 U+1F3FB U+200D U+2642 U+FE0F	💁🏻‍♂️	💁🏻‍♂️	💁🏻‍♂️	💁🏻‍♂️	💁🏻‍♂️	💁🏻‍♂️	—	💁🏻‍♂️	💁🏻‍♂️	—	—	—	—	man tipping hand: light skin tone
716	U+1F481 U+1F3FC U+200D U+2642 U+FE0F	💁🏼‍♂️	💁🏼‍♂️	💁🏼‍♂️	💁🏼‍♂️	💁🏼‍♂️	💁🏼‍♂️	—	💁🏼‍♂️	💁🏼‍♂️	—	—	—	—	man tipping hand: medium-light skin tone
717	U+1F481 U+1F3FD U+200D U+2642 U+FE0F	💁🏽‍♂️	💁🏽‍♂️	💁🏽‍♂️	💁🏽‍♂️	💁🏽‍♂️	💁🏽‍♂️	—	💁🏽‍♂️	💁🏽‍♂️	—	—	—	—	man tipping hand: medium skin tone
718	U+1F481 U+1F3FE U+200D U+2642 U+FE0F	💁🏾‍♂️	💁🏾‍♂️	💁🏾‍♂️	💁🏾‍♂️	💁🏾‍♂️	💁🏾‍♂️	—	💁🏾‍♂️	💁🏾‍♂️	—	—	—	—	man tipping hand: medium-dark skin tone
719	U+1F481 U+1F3FF U+200D U+2642 U+FE0F	💁🏿‍♂️	💁🏿‍♂️	💁🏿‍♂️	💁🏿‍♂️	💁🏿‍♂️	💁🏿‍♂️	—	💁🏿‍♂️	💁🏿‍♂️	—	—	—	—	man tipping hand: dark skin tone
720	U+1F481 U+200D U+2640 U+FE0F	💁‍♀️	💁‍♀️	💁‍♀️	💁‍♀️	💁‍♀️	💁‍♀️	—	💁‍♀️	💁‍♀️	—	—	—	—	woman tipping hand
721	U+1F481 U+1F3FB U+200D U+2640 U+FE0F	💁🏻‍♀️	💁🏻‍♀️	💁🏻‍♀️	💁🏻‍♀️	💁🏻‍♀️	💁🏻‍♀️	—	💁🏻‍♀️	💁🏻‍♀️	—	—	—	—	woman tipping hand: light skin tone
722	U+1F481 U+1F3FC U+200D U+2640 U+FE0F	💁🏼‍♀️	💁🏼‍♀️	💁🏼‍♀️	💁🏼‍♀️	💁🏼‍♀️	💁🏼‍♀️	—	💁🏼‍♀️	💁🏼‍♀️	—	—	—	—	woman tipping hand: medium-light skin tone
723	U+1F481 U+1F3FD U+200D U+2640 U+FE0F	💁🏽‍♀️	💁🏽‍♀️	💁🏽‍♀️	💁🏽‍♀️	💁🏽‍♀️	💁🏽‍♀️	—	💁🏽‍♀️	💁🏽‍♀️	—	—	—	—	woman tipping hand: medium skin tone
724	U+1F481 U+1F3FE U+200D U+2640 U+FE0F	💁🏾‍♀️	💁🏾‍♀️	💁🏾‍♀️	💁🏾‍♀️	💁🏾‍♀️	💁🏾‍♀️	—	💁🏾‍♀️	💁🏾‍♀️	—	—	—	—	woman tipping hand: medium-dark skin tone
725	U+1F481 U+1F3FF U+200D U+2640 U+FE0F	💁🏿‍♀️	💁🏿‍♀️	💁🏿‍♀️	💁🏿‍♀️	💁🏿‍♀️	💁🏿‍♀️	—	💁🏿‍♀️	💁🏿‍♀️	—	—	—	—	woman tipping hand: dark skin tone
726	U+1F64B	🙋	🙋	🙋	🙋	🙋	🙋	🙋	🙋	🙋	🙋	—	—	🙋	person raising hand
727	U+1F64B U+1F3FB	🙋🏻	🙋🏻	🙋🏻	🙋🏻	🙋🏻	🙋🏻	🙋🏻	🙋🏻	🙋🏻	—	—	—	—	person raising hand: light skin tone
728	U+1F64B U+1F3FC	🙋🏼	🙋🏼	🙋🏼	🙋🏼	🙋🏼	🙋🏼	🙋🏼	🙋🏼	🙋🏼	—	—	—	—	person raising hand: medium-light skin tone
729	U+1F64B U+1F3FD	🙋🏽	🙋🏽	🙋🏽	🙋🏽	🙋🏽	🙋🏽	🙋🏽	🙋🏽	🙋🏽	—	—	—	—	person raising hand: medium skin tone
730	U+1F64B U+1F3FE	🙋🏾	🙋🏾	🙋🏾	🙋🏾	🙋🏾	🙋🏾	🙋🏾	🙋🏾	🙋🏾	—	—	—	—	person raising hand: medium-dark skin tone
731	U+1F64B U+1F3FF	🙋🏿	🙋🏿	🙋🏿	🙋🏿	🙋🏿	🙋🏿	🙋🏿	🙋🏿	🙋🏿	—	—	—	—	person raising hand: dark skin tone
732	U+1F64B U+200D U+2642 U+FE0F	🙋‍♂️	🙋‍♂️	🙋‍♂️	🙋‍♂️	🙋‍♂️	🙋‍♂️	—	🙋‍♂️	🙋‍♂️	—	—	—	—	man raising hand
733	U+1F64B U+1F3FB U+200D U+2642 U+FE0F	🙋🏻‍♂️	🙋🏻‍♂️	🙋🏻‍♂️	🙋🏻‍♂️	🙋🏻‍♂️	🙋🏻‍♂️	—	🙋🏻‍♂️	🙋🏻‍♂️	—	—	—	—	man raising hand: light skin tone
734	U+1F64B U+1F3FC U+200D U+2642 U+FE0F	🙋🏼‍♂️	🙋🏼‍♂️	🙋🏼‍♂️	🙋🏼‍♂️	🙋🏼‍♂️	🙋🏼‍♂️	—	🙋🏼‍♂️	🙋🏼‍♂️	—	—	—	—	man raising hand: medium-light skin tone
735	U+1F64B U+1F3FD U+200D U+2642 U+FE0F	🙋🏽‍♂️	🙋🏽‍♂️	🙋🏽‍♂️	🙋🏽‍♂️	🙋🏽‍♂️	🙋🏽‍♂️	—	🙋🏽‍♂️	🙋🏽‍♂️	—	—	—	—	man raising hand: medium skin tone
736	U+1F64B U+1F3FE U+200D U+2642 U+FE0F	🙋🏾‍♂️	🙋🏾‍♂️	🙋🏾‍♂️	🙋🏾‍♂️	🙋🏾‍♂️	🙋🏾‍♂️	—	🙋🏾‍♂️	🙋🏾‍♂️	—	—	—	—	man raising hand: medium-dark skin tone
737	U+1F64B U+1F3FF U+200D U+2642 U+FE0F	🙋🏿‍♂️	🙋🏿‍♂️	🙋🏿‍♂️	🙋🏿‍♂️	🙋🏿‍♂️	🙋🏿‍♂️	—	🙋🏿‍♂️	🙋🏿‍♂️	—	—	—	—	man raising hand: dark skin tone
738	U+1F64B U+200D U+2640 U+FE0F	🙋‍♀️	🙋‍♀️	🙋‍♀️	🙋‍♀️	🙋‍♀️	🙋‍♀️	—	🙋‍♀️	🙋‍♀️	—	—	—	—	woman raising hand
739	U+1F64B U+1F3FB U+200D U+2640 U+FE0F	🙋🏻‍♀️	🙋🏻‍♀️	🙋🏻‍♀️	🙋🏻‍♀️	🙋🏻‍♀️	🙋🏻‍♀️	—	🙋🏻‍♀️	🙋🏻‍♀️	—	—	—	—	woman raising hand: light skin tone
740	U+1F64B U+1F3FC U+200D U+2640 U+FE0F	🙋🏼‍♀️	🙋🏼‍♀️	🙋🏼‍♀️	🙋🏼‍♀️	🙋🏼‍♀️	🙋🏼‍♀️	—	🙋🏼‍♀️	🙋🏼‍♀️	—	—	—	—	woman raising hand: medium-light skin tone
741	U+1F64B U+1F3FD U+200D U+2640 U+FE0F	🙋🏽‍♀️	🙋🏽‍♀️	🙋🏽‍♀️	🙋🏽‍♀️	🙋🏽‍♀️	🙋🏽‍♀️	—	🙋🏽‍♀️	🙋🏽‍♀️	—	—	—	—	woman raising hand: medium skin tone
742	U+1F64B U+1F3FE U+200D U+2640 U+FE0F	🙋🏾‍♀️	🙋🏾‍♀️	🙋🏾‍♀️	🙋🏾‍♀️	🙋🏾‍♀️	🙋🏾‍♀️	—	🙋🏾‍♀️	🙋🏾‍♀️	—	—	—	—	woman raising hand: medium-dark skin tone
743	U+1F64B U+1F3FF U+200D U+2640 U+FE0F	🙋🏿‍♀️	🙋🏿‍♀️	🙋🏿‍♀️	🙋🏿‍♀️	🙋🏿‍♀️	🙋🏿‍♀️	—	🙋🏿‍♀️	🙋🏿‍♀️	—	—	—	—	woman raising hand: dark skin tone
